Symbol,Company Name,Industry,Market Cap
MRKR,Marker Therapeutics,Biotechnology,41523719
MRM,Medirom Healthcare Technologies,Personal Services,31980375
MRNA,Moderna,Biotechnology,70889349644
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,213769475
MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",15498433294
MRSN,Mersana Therapeutics,Biotechnology,507749408
MRTN,Marten Transport,Road & Rail,1775029929
MRTX,Mirati Therapeutics,Biotechnology,4743794330
MRUS,Merus,Biotechnology,1247274921
MRVI,Maravai LifeSciences Holdings,Biotechnology,6768090037
MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,46107075651
MS,Morgan Stanley,Capital Markets,1.48471E+11
MSA,MSA Safety,Commercial Services & Supplies,5009263114
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,114291600
MSB,Mesabi Trust,Metals & Mining,346997760
MSBI,Midland States Bancorp,Banks,588978932
MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",375546623
MSCI,MSCI Inc.,Capital Markets,40328732283
MSDA,MSD Acquisition,Blank Check / SPAC,707968759
MSEX,Middlesex Water Company,Water Utilities,1609447671
MSFT,Microsoft,Software,2.08452E+12
MSGE,Madison Square Garden Entertainment,Entertainment,2079123888
MSGM,Motorsport Games,Electronic Gaming & Multimedia,6653951
MSGS,Madison Square Garden Sports,Entertainment,3791915971
MSI,Motorola Solutions,Communications Equipment,41439464423
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4606972980
MSN,Emerson Radio,Household Durables,13888182
MSPR,MSP Recovery,Health Care Providers & Services,22756677
MSSA,Metal Sky Star Acquisition,Blank Check / SPAC,145285400
MSTR,MicroStrategy,Software,3773483519
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,38740168
MT,ArcelorMittal,Metals & Mining,20940898226
MTA,Metalla Royalty & Streaming,Metals & Mining,226116565
MTAC,MedTech Acquisition,Blank Check / SPAC,308750009
MTAL,Metals Acquisition,Blank Check / SPAC,324474845
MTB,M&T Bank,Banks,31573235313
MTBC,CareCloud,Health Care Technology,56098344
MTC,MMTec,Software,10217209
MTCH,Match Group,Interactive Media & Services,19443171440
MTCR,Metacrine,Biotechnology,21242892
MTD,Mettler-Toledo International,Life Sciences Tools & Services,30053285375
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6368922667
MTEK,Maris-Tech,Electronic Components,12119233
MTEM,Molecular Templates,Biotechnology,48046072
MTEX,"Mannatech,",Personal Products,40242200
MTG,MGIC Investment,Thrifts & Mortgage Finance,4410500530
MTH,Meritage Homes,Household Durables,3174015773
MTL,Mechel PAO,Metals & Mining,1206171006
MTLS,Materialise NV,Software,799719762
MTMT,Mega Matrix,Rental & Leasing Services,22525736
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",9447918470
MTNB,Matinas BioPharma Holdings,Biotechnology,199515789
MTP,Midatech Pharma,Biotechnology,14183064
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",23108516
MTRN,Materion,Metals & Mining,1831945372
MTRX,Matrix Service Company,Energy Equipment & Services,139980362
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,144612510
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,4255129788
MTTR,Matterport,Software-Application,1459158618
MTVC,Motive Capital Corp II,Blank Check / SPAC,425437855
MTW,The Manitowoc Company,Machinery,382860128
MTX,Minerals Technologies,Chemicals,2088016546
MTZ,MasTec,Construction & Engineering,6133848324
MU,Micron Technology,Semiconductors & Semiconductor Equipment,67700311204
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,400056735
MUFG,Mitsubishi UFJ Financial Group,Banks,67100626074
MULN,Mullen Automotive,Automobiles,378188710
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",5063104210
MURF,Murphy Canyon Acquisition,Blank Check / SPAC,150901200
MUSA,Murphy USA,Specialty Retail,6643034435
MUX,McEwen Mining,Metals & Mining,172636464
MVBF,MVB Financial,Banks,405880476
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",890545950
MVST,Microvast Holdings,Electrical Equipment & Parts,851647338
MWA,Mueller Water Products,Machinery,1859175881
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,632786582
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",36991500
MXCT,MaxCyte,Medical Devices,577223422
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,3217156803
MYE,Myers Industries,Containers & Packaging,784072793
MYFW,First Western Financial,Banks,264598189
MYGN,Myriad Genetics,Biotechnology,2173781973
MYMD,MyMD Pharmaceuticals,Biotechnology,185343419
MYNA,Mynaric AG,Communication Equipment,186863385
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,129383700
MYO,Myomo,Health Care Equipment & Supplies,12145416
MYOV,Myovant Sciences,Biotechnology,1489764977
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,478442268
MYRG,MYR Group,Construction & Engineering,1581220436
MYSZ,My Size,Software,6334223
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,1275826180
NA,Nano Labs,Semiconductors,347856510
NAAC,North Atlantic Acquisition,Blank Check / SPAC,468288758
NAAS,NaaS Technology,Specialty Retail,1289243218
NABL,N-able,Information Technology Services,1831595769
NAII,Natural Alternatives International,Personal Products,61916580
NAK,Northern Dynasty Minerals,Metals & Mining,181309228
NAOV,NanoVibronix,Health Care Equipment & Supplies,19195291
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2159700131
NARI,Inari Medical,Health Care Equipment & Supplies,4378756081
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",531408326
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",233316428
NATI,National Instruments,"Electronic Equipment, Instruments & C...",5225159313
NATR,Nature's Sunshine Products,Personal Products,212470057
NAUT,Nautilus Biotechnology,Biotechnology,362769341
NAVB,Navidea Biopharmaceuticals,Biotechnology,17004287
NAVI,Navient,Consumer Finance,2317593612
NBEV,NewAge,Beverages,38435638
NBHC,National Bank Holdings,Banks,1250501081
NBIX,Neurocrine Biosciences,Biotechnology,9979004248
NBN,Northeast Bank,Banks,319032485
NBR,Nabors Industries,Energy Equipment & Services,1150880166
NBRV,Nabriva Therapeutics,Pharmaceuticals,12477130
NBSE,NeuBase Therapeutics,Biotechnology,45807356
NBST,Newbury Street Acquisition,Blank Check / SPAC,163785484
NBTB,NBT Bancorp,Banks,1718825403
NBTX,Nanobiotix,Biotechnology,140375501
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,16864197
NC,NACCO Industries,"Oil, Gas & Consumable Fuels",300476226
NCAC,Newcourt Acquisition,Blank Check / SPAC,329690750
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",5683009437
NCMI,National CineMedia,Media,150428103
NCNA,NuCana,Biotechnology,83513600
NCNO,nCino,Software,4104912452
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",4707990552
NCSM,NCS Multistage Holdings,Energy Equipment & Services,73336084
NCTY,The9 Limited,Entertainment,36062402
NDAC,Nightdragon Acquisition,Blank Check / SPAC,433651200
NDAQ,Nasdaq,Capital Markets,29900928446
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",229877528
NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,22869168
NDSN,Nordson,Machinery,13358840439
NE,Noble,Oil & Gas Drilling,1934838790
NECB,NorthEast Community Bancorp,Thrifts & Mortgage Finance,209145770
NEE,NextEra Energy,Electric Utilities,1.79699E+11
NEGG,Newegg Commerce,Internet & Direct Marketing Retail,1410316807
NEM,Newmont,Metals & Mining,35791044695
NEN,New England Realty Associates LP,Real Estate Management & Development,292011380
NEO,NeoGenomics,Life Sciences Tools & Services,1278145669
NEOG,Neogen,Health Care Equipment & Supplies,2310429257
NEON,Neonode,"Electronic Equipment, Instruments & C...",62856880
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6976734176
NEPH,Nephros,Household Durables,19605720
NEPT,Neptune Wellness Solutions,Personal Products,11107588
NERV,Minerva Neurosciences,Biotechnology,25205739
NESR,National Energy Services Reunited,Energy Equipment & Services,599329445
NET,Cloudflare,Software,24700308403
NETC,Nabors Energy Transition,Blank Check / SPAC,346034969
NETI,Eneti,Marine,311651047
NEU,NewMarket,Chemicals,3008305720
NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",493313920
NEWR,New Relic,Software,4539043707
NEWT,Newtek Business Services,Capital Markets,538881904
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2101466052
NEXA,Nexa Resources,Metals & Mining,882043706
NEXI,NexImmune,Biotechnology,29465919
NEXT,NextDecade,"Oil, Gas & Consumable Fuels",986934600
NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,720536505
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",10982040158
NFG,National Fuel Gas Company,Gas Utilities,6428421082
NFGC,New Found Gold,Gold,716093711
NFLX,Netflix,Entertainment,1.05329E+11
NFNT,Infinite Acquisition,Blank Check / SPAC,343275000
NFYS,Enphys Acquisition,Blank Check / SPAC,417881211
NG,NovaGold Resources,Metals & Mining,1622824554
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,211250760
NGD,New Gold,Metals & Mining,565466784
NGG,National Grid,Multi-Utilities,50929099886
NGL,NGL Energy Partners LP,"Oil, Gas & Consumable Fuels",218262320
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1289069084
NGMS,NeoGames,"Hotels, Restaurants & Leisure",446338387
NGS,Natural Gas Services Group,Energy Equipment & Services,127015860
NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,361208880
NGVT,Ingevity,Chemicals,2624986574
NH,NantHealth,Health Care Technology,66163930
NHC,National HealthCare,Health Care Providers & Services,1072846832
NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2935381084
NHIC,NewHold Investment II,Blank Check / SPAC,192561200
NHTC,Natural Health Trends,Personal Products,64845532
NHWK,NightHawk Biosciences,Biotechnology,69919407
NI,NiSource,Multi-Utilities,12109577482
NIC,Nicolet Bankshares,Banks,1075876813
NICE,NICE Ltd.,Software,14206300628
NICK,Nicholas Financial,Consumer Finance,66961798
NILE,BitNile Holdings,Aerospace & Defense,109823274
NINE,Nine Energy Service,Energy Equipment & Services,91398180
NIO,NIO Inc.,Automobiles,35037358015
NISN,Nisun International Enterprise Development Group,Credit Services,32248843
NIU,Niu Technologies,Automobiles,486927014
NJR,New Jersey Resources,Gas Utilities,4308145333
NKE,"Nike, Inc.","Textiles, Apparel & Luxury Goods",1.78471E+11
NKLA,Nikola,Machinery,3439632052
NKSH,National Bankshares,Banks,195511665
NKTR,Nektar Therapeutics,Pharmaceuticals,907040185
NKTX,Nkarta,Biotechnology,750750646
NL,NL Industries,Commercial Services & Supplies,424696546
NLIT,Northern Lights Acquisition,Blank Check / SPAC,160954549
NLOK,NortonLifeLock,Software,13867052820
NLS,Nautilus,Leisure Products,70644982
NLSN,Nielsen Holdings,Professional Services,8227603952
NLSP,NLS Pharmaceutics,Biotechnology,7821887
NLTX,Neoleukin Therapeutics,Biotechnology,44841715
NLY,Annaly Capital Management,Mortgage Real Estate Investment Trust...,11423553531
NM,Navios Maritime Holdings,Marine,56274739
NMFC,New Mountain Finance,Capital Markets,1344068445
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,303155334
NMIH,NMI Holdings,Thrifts & Mortgage Finance,1777060610
NMM,Navios Maritime Partners,Marine,884231482
NMMC,North Mountain Merger,Shell Companies,164816054
NMR,Nomura Holdings,Capital Markets,11415110993
NMRD,Nemaura Medical,Health Care Equipment & Supplies,57364902
NMRK,Newmark Group,Real Estate Management & Development,2590662664
NMTC,NeuroOne Medical Technologies,Health Care Equipment & Supplies,29310233
NMTR,9 Meters Biopharma,Pharmaceuticals,67886041
NN,NextNav,Internet Content & Information,292608914
NNBR,"NN, Inc.",Machinery,102264389
NNDM,Nano Dimension,"Technology Hardware, Storage & Periph...",879065357
NNI,Nelnet,Consumer Finance,3531608244
NNN,National Retail Properties,Equity Real Estate Investment Trusts ...,8226852910
NNOX,Nano-X Imaging,Health Care Equipment & Supplies,727042370
NNVC,NanoViricides,Biotechnology,39745760
NOA,North American Construction Group,Energy Equipment & Services,315539528
NOAC,Natural Order Acquisition,Blank Check / SPAC,284912470
NOAH,Noah Holdings,Capital Markets,1018640953
NOC,Northrop Grumman,Aerospace & Defense,72479014901
NODK,NI Holdings,Insurance,307910400
NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",2127611813
NOK,Nokia,Communications Equipment,29190238031
NOMD,Nomad Foods,Food Products,3408495177
NOTE,FiscalNote Holdings,Shell Companies,149803699
NOTV,Inotiv,Life Sciences Tools & Services,501373640
NOV,NOV Inc.,Energy Equipment & Services,6856359032
NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,3209277252
NOVN,Novan,Pharmaceuticals,61929456
NOVT,Novanta,"Electronic Equipment, Instruments & C...",5387049394
NOVV,Nova Vision Acquisition,Blank Check / SPAC,76082160
NOW,ServiceNow,Software,1.00097E+11
NPAB,New Providence Acquisition II,Blank Check / SPAC,312500000
NPCE,NeuroPace,Medical Devices,145417311
NPK,National Presto Industries,Aerospace & Defense,521482258
NPO,EnPro Industries,Machinery,2047907576
NR,Newpark Resources,Energy Equipment & Services,235939234
NRAC,Noble Rock Acquisition,Blank Check / SPAC,297950615
NRBO,NeuroBo Pharmaceuticals,Biotechnology,10363442
NRC,National Research,Health Care Providers & Services,894653144
NRDS,NerdWallet,Credit Services,708733761
NRDY,Nerdy,Software-Application,268850066
NREF,NexPoint Real Estate Finance,REIT-Mortgage,561370272
NRG,NRG Energy,Independent Power and Renewable Elect...,9086080389
NRGV,Energy Vault Holdings,Electrical Equipment,655944895
NRIM,Northrim BanCorp,Banks,226050571
NRIX,Nurix Therapeutics,Biotechnology,884387701
NRP,Natural Resource Partners LP,"Oil, Gas & Consumable Fuels",542760400
NRSN,NeuroSense Therapeutics,Biotechnology,21830380
NRT,North European Oil Royalty Trust,"Oil, Gas & Consumable Fuels",143465109
NRXP,NRx Pharmaceuticals,Biotechnology,48714791
NS,NuStar Energy,"Oil, Gas & Consumable Fuels",1603805547
NSA,National Storage Affiliates Trust,Equity Real Estate Investment Trusts ...,7057656960
NSC,Norfolk Southern,Road & Rail,59103691598
NSIT,Insight Enterprises,"Electronic Equipment, Instruments & C...",3244874361
NSP,Insperity,Professional Services,4122186849
NSPR,InspireMD,Health Care Equipment & Supplies,16729631
NSR,Nomad Royalty Company,Other Precious Metals & Mining,454083031
NSSC,Napco Security Technologies,"Electronic Equipment, Instruments & C...",941479579
NSTB,Northern Star Investment II,Blank Check / SPAC,493000000
NSTC,Northern Star Investment III,Blank Check / SPAC,491500000
NSTD,Northern Star Investment IV,Blank Check / SPAC,491000000
NSTG,NanoString Technologies,Life Sciences Tools & Services,681138550
NSTS,NSTS Bancorp,Banks-Regional,59377560
NSYS,Nortech Systems,"Electronic Equipment, Instruments & C...",29314915
NTAP,NetApp,"Technology Hardware, Storage & Periph...",15820921584
NTB,The Bank of N.T. Butterfield & Son,Banks,1618920748
NTCO,Natura &Co Holding,Personal Products,4905435503
NTCT,NetScout Systems,Communications Equipment,2424025729
NTES,NetEase,Entertainment,58244845132
NTGR,Netgear,Communications Equipment,731649073
NTIC,Northern Technologies International,Chemicals,100911006
NTIP,Network-1 Technologies,Communications Equipment,56147227
NTLA,Intellia Therapeutics,Biotechnology,4749217513
NTNX,Nutanix,Software,3889257821
NTP,Nam Tai Property,Real Estate Management & Development,165472478
NTR,Nutrien,Chemicals,46285022885
NTRA,Natera,Biotechnology,5046632774
NTRB,Nutriband,Biotechnology,32221794
NTRS,Northern Trust,Capital Markets,20719918614
NTST,NetSTREIT,Equity Real Estate Investment Trusts ...,1109152444
NTWK,NetSol Technologies,Software,36244302
NTZ,Natuzzi S.p.A,Household Durables,86667732
NU,Nu Holdings,Banks-Diversified,21943552866
NUBI,Nubia Brand International,Blank Check / SPAC,136408000
NUE,Nucor,Metals & Mining,35768238225
NURO,NeuroMetrix,Health Care Equipment & Supplies,26382813
NUS,Nu Skin Enterprises,Personal Products,2233623812
NUTX, Nutex Health,Health Information Services,2259464320
NUVA,NuVasive,Health Care Equipment & Supplies,2701966003
NUVB,Nuvation Bio,Biotechnology,572890450
NUVL,Nuvalent,Biotechnology,804186530
NUWE,Nuwellis,Medical Devices,7478534
NUZE,NuZee,Food Products,16541935
NVAC,NorthView Acquisition,Blank Check / SPAC,240479550
NVAX,Novavax,Biotechnology,4498990383
NVCN,Neovasc,Health Care Equipment & Supplies,21738678
NVCR,Novocure,Health Care Equipment & Supplies,8053905328
NVCT,Nuvectis Pharma,Biotechnology,128853991
NVDA,NVIDIA,Semiconductors & Semiconductor Equipment,4.33035E+11
NVEC,NVE Corporation,Semiconductors & Semiconductor Equipment,246613871
NVEE,NV5 Global,Construction & Engineering,2002815037
NVEI,Nuvei,Software-Infrastructure,5868828956
NVFY,Nova Lifestyle,Household Durables,6632723
NVGS,Navigator Holdings,"Oil, Gas & Consumable Fuels",867339118
NVIV,Invivo Therapeutics Holdings,Health Care Equipment & Supplies,11871194
NVMI,Nova Ltd.,Semiconductors & Semiconductor Equipment,2993654262
NVNO,enVVeno Medical,Medical Devices,54546330
NVO,Novo Nordisk,Pharmaceuticals,2.38289E+11
NVOS,Novo Integrated Sciences,Health Care Providers & Services,58320608
NVR,"NVR, Inc.",Household Durables,14365047090
NVRO,Nevro,Health Care Equipment & Supplies,1751138601
NVS,Novartis AG,Pharmaceuticals,1.8801E+11
NVSA,New Vista Acquisition,Blank Check / SPAC,340860000
NVST,Envista Holdings,Health Care Equipment & Supplies,6689227662
NVT,nVent Electric,Electrical Equipment,5838733739
NVTA,Invitae,Biotechnology,582394032
NVTS,Navitas Semiconductor,Semiconductors,611033485
NVVE,Nuvve Holding,Specialty Retail,82598758
NVX,NOVONIX,Electrical Equipment & Parts,1120726781
NWBI,Northwest Bancshares,Thrifts & Mortgage Finance,1802993177
NWE,NorthWestern,Multi-Utilities,3072808859
NWFL,Norwood Financial,Banks,204308816
NWG,NatWest Group,Banks,32597234840
NWL,Newell Brands,Household Durables,8404352182
NWLI,National Western Life Group,Insurance,734239496
NWN,Northwest Natural Holding Company,Gas Utilities,1818491805
